1429856137	0	0	0	0	0	0	1
1429856137	0.006580712	-0.00074597	0	0	0	0.000152526	0.999999988
1429856137	0.005713479	-0.003651365	0	0	0	5.65E-05	0.999999998
1429856137	0.007780187	-0.000690878	0	0	0	-0.00029579	0.999999956
1429856138	0.006445334	-0.003028394	0	0	0	7.00E-05	0.999999998
1429856138	0.005937593	-0.00346438	0	0	0	0.001103322	0.999999391
1429856138	0.006747906	-0.002961374	0	0	0	0.001070317	0.999999427
1429856138	0.004535899	-0.004769836	0	0	0	0.001398405	0.999999022
1429856138	0.006334305	-0.002802716	0	0	0	0.001425539	0.999998984
1429856138	0.005771698	-0.005002751	0	0	0	0.002777645	0.999996142
1429856138	0.006759344	-0.002778767	0	0	0	0.002294259	0.999997368
1429856138	0.004610603	-0.004707507	0	0	0	0.002393999	0.999997134
1429856138	0.005870217	-0.004620783	0	0	0	0.002227833	0.999997518
1429856138	0.005444865	-0.00462954	0	0	0	0.002398475	0.999997124
1429856138	0.006209157	-0.003367603	0	0	0	0.001362297	0.999999072
1429856138	0.007054813	-0.004581196	0	0	0	0.000466161	0.999999891
1429856138	0.005893896	-0.003556465	0	0	0	-0.000115784	0.999999993
1429856138	0.006608862	-0.002113172	0	0	0	-0.001820237	0.999998343
1429856138	0.006393687	-0.007163198	0	0	0	-0.000502737	0.999999874
1429856138	0.006221355	-0.003960057	0	0	0	-0.001813323	0.999998356
1429856138	0.00658076	-0.00443898	0	0	0	-0.001360329	0.999999075
1429856138	0.006937215	-0.004036504	0	0	0	-0.001984984	0.99999803
1429856138	0.005294205	-0.004693432	0	0	0	-0.000610026	0.999999814
1429856138	0.004393727	-0.003769723	0	0	0	0.000949101	0.99999955
1429856138	0.004009035	-0.005753328	0	0	0	0.002100327	0.999997794
1429856138	0.001002932	-0.005161725	0	0	0	0.00231026	0.999997331
1429856138	0.002368479	-0.002838775	0	0	0	0.002441111	0.99999702
1429856138	0.005048553	-0.002358063	0	0	0	0.002407264	0.999997103
1429856138	0.004141464	-0.002589505	0	0	0	0.001591221	0.999998734
